gpu_numbers,vc_order,time_from_start
1,6,5416009.0
1,6,5422516.0
1,2,5423934.0
1,6,5422492.0
1,6,5416223.0
4,1,5243865.0
2,2,5423528.0
1,6,5418052.0
1,2,5423334.0
2,0,5325786.0
2,0,5325789.0
1,7,5422670.0
1,7,5422666.0
1,7,5422681.0
1,2,5422734.0
1,7,5422677.0
1,7,5422687.0
1,7,5422679.0
1,6,5417046.0
1,6,5419036.0
1,6,5421650.0
1,6,5421678.0
1,2,5422134.0
8,9,5380173.0
1,6,5382473.0
1,6,5418961.0
1,6,5419098.0
1,6,5420569.0
1,6,5418960.0
1,6,5419018.0
1,6,5419053.0
1,6,5418934.0
1,6,5419067.0
1,6,5418928.0
1,6,5418976.0
1,2,5421534.0
1,6,5418107.0
8,9,4820002.0
2,0,5325771.0
1,6,5379857.0
1,6,5418268.0
1,6,5420680.0
1,6,5417451.0
1,6,5418312.0
1,6,5418210.0
1,6,5418316.0
1,6,5418126.0
1,6,5418355.0
1,6,5418407.0
1,6,5418332.0
1,6,5420559.0
1,6,5417891.0
1,6,5418111.0
1,6,5418242.0
1,6,5418085.0
1,6,5418226.0
1,6,5418159.0
1,6,5418334.0
1,2,5420934.0
1,6,5417982.0
1,6,5418195.0
1,6,5418059.0
1,6,5418046.0
1,6,5417974.0
1,6,5417858.0
1,6,5418143.0
1,6,5420685.0
1,6,5418087.0
1,6,5418143.0
1,6,5418179.0
1,6,5418027.0
1,6,5417922.0
1,6,5418015.0
1,6,5419553.0
1,6,5417817.0
1,6,5417947.0
1,6,5417959.0
1,6,5417750.0
1,6,5417914.0
1,6,5417863.0
1,6,5418013.0
1,6,5417911.0
1,6,5417991.0
1,6,5417620.0
8,4,5114872.0
1,6,5417750.0
1,6,5417569.0
1,6,5417809.0
1,6,5417852.0
1,6,5417508.0
1,6,5417734.0
1,6,5417419.0
1,6,5417780.0
1,6,5417884.0
1,6,5417641.0
1,6,5417639.0
1,6,5417471.0
1,6,5417816.0
1,6,5417545.0
1,6,5417292.0
1,6,5417608.0
1,2,5420334.0
1,6,5417287.0
1,6,5417358.0
1,6,5417820.0
1,6,5417680.0
1,6,5417503.0
1,6,5416974.0
1,6,5417711.0
1,6,5417673.0
1,6,5417594.0
1,6,5417711.0
1,6,5417518.0
1,6,5417450.0
1,6,5417705.0
1,6,5417420.0
1,6,5417574.0
1,6,5417751.0
1,6,5417541.0
1,6,5417357.0
1,6,5417387.0
1,6,5417655.0
1,6,5417582.0
1,6,5417489.0
1,6,5417254.0
1,6,5416945.0
1,6,5417440.0
1,6,5417246.0
1,6,5417270.0
1,6,5417329.0
1,6,5417328.0
1,6,5417244.0
1,6,5417395.0
1,6,5419896.0
1,6,5417125.0
1,6,5417135.0
1,6,5416849.0
1,6,5417393.0
1,6,5417170.0
1,6,5417143.0
1,6,5416747.0
1,6,5417161.0
1,6,5417287.0
1,6,5417220.0
1,6,5417099.0
1,6,5416629.0
1,6,5417089.0
1,6,5417348.0
1,6,5417145.0
1,6,5416973.0
1,6,5416917.0
1,6,5417013.0
1,6,5417059.0
1,6,5416880.0
1,6,5417020.0
1,6,5416573.0
1,6,5417058.0
1,6,5417009.0
4,6,5084105.0
1,6,5416882.0
1,6,5416419.0
1,2,5419734.0
1,6,5416824.0
1,6,5416818.0
1,6,5416951.0
1,6,5416783.0
1,6,5416845.0
1,6,5416754.0
1,6,5416959.0
1,6,5416042.0
1,6,5413649.0
1,6,5416805.0
1,6,5416697.0
1,6,5416923.0
1,6,5416746.0
1,6,5416730.0
1,6,5416484.0
1,6,5416128.0
1,6,5416697.0
1,6,5416494.0
1,6,5416769.0
1,6,5416795.0
1,6,5416688.0
1,6,5416841.0
1,6,5419550.0
1,6,5416484.0
1,6,5416355.0
1,6,5416682.0
1,6,5416500.0
1,6,5419247.0
1,6,5416632.0
1,6,5416645.0
1,6,5416535.0
1,6,5416582.0
1,6,5416547.0
1,6,5416674.0
1,6,5416576.0
1,6,5419244.0
1,6,5416389.0
1,6,5416391.0
1,6,5416057.0
1,6,5416388.0
1,6,5416430.0
1,6,5416448.0
1,6,5416203.0
1,6,5415965.0
1,2,5419134.0
1,6,5416270.0
1,6,5416277.0
1,6,5416211.0
1,6,5416261.0
1,6,5413332.0
1,6,5416323.0
1,6,5413863.0
1,6,5416315.0
1,6,5415506.0
1,6,5416095.0
1,6,5415997.0
1,6,5416283.0
1,6,5416356.0
1,6,5412687.0
1,6,5416128.0
1,6,5416211.0
1,6,5416192.0
1,6,5415781.0
1,6,5416043.0
1,6,5416288.0
1,6,5415978.0
1,6,5416240.0
1,6,5416168.0
1,6,5416143.0
1,6,5416065.0
1,6,5416164.0
1,2,5418535.0
1,6,5416067.0
1,6,5416175.0
1,6,5417786.0
1,6,5415971.0
1,6,5416074.0
1,6,5415708.0
1,6,5413028.0
1,6,5415947.0
1,6,5416092.0
1,6,5413025.0
1,6,5415928.0
1,6,5415831.0
1,6,5412944.0
1,6,5415904.0
1,6,5416020.0
1,6,5417635.0
1,6,5415744.0
1,6,5412858.0
1,6,5415874.0
1,6,5413018.0
1,6,5412689.0
1,6,5415851.0
1,6,5412832.0
1,6,5412963.0
1,6,5412772.0
1,6,5415638.0
1,6,5415741.0
1,6,5415898.0
1,6,5412762.0
1,6,5412747.0
1,6,5416981.0
1,6,5415597.0
1,6,5415815.0
1,6,5415790.0
1,6,5412993.0
1,6,5412800.0
1,6,5415568.0
1,6,5413008.0
1,6,5412795.0
1,6,5415813.0
1,6,5415603.0
1,6,5412896.0
1,6,5412865.0
1,6,5412953.0
1,6,5413051.0
1,6,5412895.0
1,6,5415912.0
1,6,5413008.0
1,6,5415800.0
1,6,5412917.0
1,6,5415674.0
1,6,5415479.0
1,6,5415591.0
1,6,5415652.0
1,6,5412724.0
1,6,5412959.0
1,6,5412791.0
1,6,5412924.0
1,6,5415464.0
1,6,5412928.0
1,6,5412828.0
1,6,5412867.0
1,6,5415589.0
1,6,5412702.0
1,6,5412766.0
1,6,5412829.0
1,6,5415693.0
1,6,5415656.0
1,6,5415656.0
1,6,5415532.0
1,6,5415708.0
1,6,5412718.0
1,6,5412669.0
1,6,5417944.0
1,6,5412707.0
1,6,5415091.0
1,6,5415535.0
1,6,5415258.0
1,6,5415542.0
1,6,5415294.0
1,6,5415485.0
1,6,5415488.0
1,6,5415501.0
1,6,5415416.0
1,6,5415413.0
1,6,5415351.0
1,6,5415398.0
1,6,5415389.0
1,6,5415429.0
1,6,5415196.0
1,6,5415365.0
1,6,5415302.0
1,6,5415002.0
1,6,5415376.0
1,6,5415326.0
1,6,5415342.0
1,6,5415183.0
1,6,5415138.0
1,6,5415168.0
1,6,5415231.0
1,6,5415186.0
1,6,5412735.0
1,6,5415057.0
1,6,5415198.0
1,2,5417934.0
1,6,5415007.0
2,0,5325706.0
1,6,5414997.0
1,6,5414904.0
1,6,5415028.0
1,6,5415148.0
1,6,5414981.0
1,6,5414882.0
1,6,5417207.0
1,6,5415048.0
1,6,5414955.0
0,6,5381231.0
1,6,5414625.0
1,6,5414879.0
1,6,5414932.0
1,6,5415040.0
1,6,5414943.0
1,6,5414741.0
1,6,5414888.0
1,6,5414916.0
1,6,5414942.0
1,6,5414861.0
1,6,5414455.0
1,6,5414816.0
1,6,5414791.0
1,6,5414776.0
1,6,5414812.0
1,6,5414845.0
1,6,5417376.0
1,6,5414847.0
1,6,5414714.0
2,0,5325703.0
1,6,5414708.0
1,6,5414777.0
1,14,5417463.0
1,6,5414749.0
1,6,5414711.0
1,2,5417334.0
1,6,5414744.0
1,6,5414558.0
1,6,5414530.0
1,6,5414514.0
1,6,5414666.0
1,6,5414755.0
1,6,5414493.0
1,6,5414675.0
1,6,5414581.0
1,6,5414597.0
1,6,5414479.0
1,6,5414548.0
1,6,5414629.0
1,6,5414434.0
1,6,5414404.0
1,6,5414415.0
1,6,5414646.0
1,6,5414516.0
1,6,5414548.0
1,6,5414449.0
1,6,5414447.0
1,6,5414390.0
1,6,5414333.0
1,6,5414326.0
1,6,5414595.0
1,6,5414481.0
1,6,5414373.0
1,6,5414301.0
1,6,5414266.0
1,6,5414331.0
1,6,5414125.0
1,6,5414152.0
1,6,5414242.0
1,6,5382602.0
1,6,5414201.0
1,6,5414277.0
1,6,5414230.0
8,12,4653577.0
1,6,5414217.0
1,6,5413949.0
1,6,5413949.0
1,6,5414269.0
1,6,5414177.0
1,6,5414063.0
1,6,5414186.0
1,2,5416734.0
1,6,5381121.0
1,6,5414195.0
1,6,5414090.0
1,6,5416273.0
1,6,5414054.0
1,6,5414018.0
2,6,3850878.0
1,6,5414080.0
1,6,5414119.0
1,6,5416760.0
1,6,5414026.0
1,6,5416605.0
1,6,5414025.0
1,6,5413998.0
1,6,5413933.0
1,6,5413949.0
1,6,5413992.0
1,6,5413801.0
1,6,5413956.0
1,6,5415512.0
1,6,5413894.0
1,6,5413864.0
1,6,5413918.0
1,6,5413797.0
1,6,5415538.0
1,6,5413918.0
1,6,5413872.0
1,6,5413843.0
1,6,5413937.0
1,6,5413696.0
1,6,5413703.0
1,6,5413818.0
1,6,5413889.0
1,6,5413721.0
2,0,5325610.0
1,6,5413734.0
1,6,5413784.0
1,6,5413604.0
1,2,5416134.0
1,6,5413761.0
1,6,5413677.0
1,6,5413753.0
1,6,5413575.0
1,6,5413502.0
1,6,5413298.0
1,6,5413571.0
1,6,5413493.0
1,6,5413550.0
1,6,5413523.0
1,6,5413535.0
1,6,5380735.0
2,2,5416254.0
1,6,5413267.0
1,6,5413535.0
1,6,5413445.0
1,6,5413467.0
1,6,5413435.0
1,6,5413461.0
1,6,5413232.0
1,6,5413405.0
1,6,5413228.0
1,6,5413472.0
1,6,5413414.0
1,6,5413376.0
1,6,5413428.0
1,6,5413367.0
1,6,5413234.0
1,6,5413315.0
1,6,5413209.0
1,6,5415163.0
1,6,5380807.0
1,6,5413184.0
1,6,5413376.0
1,6,5413363.0
1,6,5413155.0
1,6,5415533.0
1,6,5413252.0
1,6,5413334.0
1,6,5413198.0
1,6,5413301.0
1,6,5413267.0
1,6,5413335.0
1,6,5413099.0
1,6,5415673.0
1,9,5229623.0
1,6,5413171.0
1,6,5413132.0
1,6,5413166.0
1,6,5413123.0
1,6,5413133.0
1,6,5413057.0
1,6,5413090.0
1,9,5229620.0
1,6,5413082.0
1,6,5415712.0
1,6,5413076.0
8,14,4744540.0
1,9,5229553.0
1,2,5415534.0
1,6,5414003.0
1,6,5415404.0
8,4,5200660.0
2,0,5325692.0
1,6,5413942.0
1,6,5413994.0
1,6,5413885.0
1,6,5413965.0
1,2,5414934.0
1,6,5414370.0
4,9,5405089.0
1,2,5414334.0
1,6,5381538.0
1,6,5413472.0
1,14,5412720.0
1,2,5413734.0
8,12,4582130.0
1,6,5406755.0
1,6,5412284.0
1,2,5413134.0
8,12,4465942.0
1,7,5406517.0
4,1,5235266.0
1,7,5406493.0
1,2,5412534.0
8,4,5224532.0
1,6,5381193.0
1,6,5378399.0
1,6,5377793.0
1,6,5378335.0
1,6,5378689.0
1,6,5380931.0
1,6,5379624.0
1,2,5411934.0
1,6,5381457.0
1,6,5381503.0
1,6,5377807.0
1,6,5380647.0
1,6,5377504.0
1,6,5380222.0
1,6,5377269.0
1,6,5382004.0
1,6,5380383.0
1,6,5402722.0
1,6,5377680.0
1,6,5376920.0
1,2,5411334.0
1,7,5406652.0
1,6,5402937.0
1,2,5410734.0
8,14,5294547.0
1,6,5401966.0
1,6,5377273.0
1,6,5401752.0
1,6,5378460.0
1,6,5402090.0
1,6,5378492.0
2,0,5325768.0
1,6,5401871.0
1,7,5406516.0
1,6,5408955.0
1,6,5404922.0
1,6,5382546.0
1,2,5410134.0
1,6,5382550.0
1,6,5382362.0
1,6,5376745.0
1,6,5382192.0
1,6,5380338.0
1,6,5381408.0
1,6,5376265.0
4,6,5084126.0
1,6,5381980.0
1,6,5377578.0
1,6,5379888.0
1,6,5349225.0
1,6,5376281.0
1,6,5377546.0
1,6,5380901.0
1,6,5379892.0
1,6,5381687.0
1,6,5382439.0
1,6,5378035.0
1,6,5349185.0
1,6,5377244.0
1,6,5395594.0
1,6,5379935.0
1,6,5378000.0
1,6,5381234.0
1,6,5381570.0
1,6,5364661.0
1,6,5381124.0
1,6,5377897.0
1,6,5382343.0
1,6,5347151.0
1,6,5379621.0
1,6,5378368.0
1,6,5379599.0
1,6,5381936.0
1,6,5379130.0
1,6,5382235.0
1,6,5378882.0
1,6,5376846.0
1,6,5382568.0
1,6,5348368.0
1,6,5378998.0
1,6,5382113.0
1,6,5348217.0
1,6,5376985.0
1,6,5376751.0
1,6,5381152.0
1,6,5366317.0
1,6,5365626.0
1,6,5381245.0
1,6,5380238.0
1,6,5377531.0
1,6,5395591.0
1,6,5378897.0
1,6,5382033.0
1,6,5366068.0
1,6,5366002.0
1,6,5381358.0
1,6,5347602.0
1,6,5406970.0
1,6,5382070.0
1,6,5378739.0
1,6,5378235.0
1,6,5384375.0
1,6,5377755.0
1,6,5364135.0
1,6,5382366.0
1,6,5365777.0
1,6,5380932.0
1,6,5379467.0
1,6,5379595.0
1,6,5381519.0
1,6,5347103.0
1,6,5377922.0
1,6,5381058.0
1,6,5379944.0
1,6,5381937.0
1,6,5406972.0
1,6,5378061.0
1,6,5381201.0
1,6,5381762.0
1,6,5376435.0
1,6,5378203.0
1,6,5365674.0
1,6,5406876.0
1,6,5377315.0
1,6,5382279.0
1,6,5381829.0
1,6,5381990.0
1,6,5365967.0
1,6,5382256.0
1,6,5378447.0
1,6,5380449.0
1,6,5380872.0
1,6,5366027.0
1,6,5382828.0
1,6,5378871.0
1,6,5379826.0
1,6,5377046.0
1,6,5381726.0
1,6,5377369.0
1,6,5381025.0
1,6,5376377.0
1,6,5378974.0
1,6,5379185.0
1,6,5379254.0
1,6,5378211.0
1,6,5365242.0
1,6,5377296.0
1,6,5380452.0
1,6,5381794.0
1,6,5382176.0
1,6,5378494.0
1,6,5381089.0
1,6,5380022.0
1,6,5377515.0
1,6,5377470.0
1,6,5378944.0
1,6,5346627.0
1,6,5379415.0
1,6,5377735.0
1,6,5381689.0
1,6,5380832.0
1,6,5382155.0
1,6,5382661.0
1,6,5381068.0
1,2,5409534.0
1,6,5378269.0
1,6,5381516.0
1,6,5382361.0
4,6,5084229.0
1,6,5378562.0
1,6,5377375.0
2,2,5409212.0
1,2,5406057.0
1,6,5380613.0
1,2,5406056.0
1,6,5381590.0
1,6,5406954.0
1,6,5382019.0
1,6,5381354.0
4,6,5084091.0
1,2,5408934.0
1,6,5382587.0
1,6,5381792.0
1,6,5381551.0
2,0,5325526.0
1,6,5382158.0
1,6,5378183.0
2,2,5408873.0
1,6,5380995.0
4,1,5220097.0
1,6,5376271.0
1,6,5403049.0
1,2,5403055.0
1,6,5381952.0
1,2,5405060.0
1,2,5408334.0
1,6,5380838.0
8,4,5114810.0
1,6,5380374.0
1,6,5377916.0
1,6,5387657.0
1,2,5405058.0
1,6,5380665.0
1,2,5403049.0
1,6,5380714.0
1,6,5380698.0
1,2,5407736.0
1,6,5379286.0
1,6,5378071.0
1,2,5407135.0
1,6,5379617.0
1,6,5380205.0
1,6,5378751.0
1,6,5347741.0
1,6,5366194.0
1,6,5382584.0
1,6,5378406.0
1,6,5382079.0
1,6,5381862.0
1,6,5382139.0
1,6,5378378.0
1,6,5381393.0
1,6,5380744.0
1,6,5382700.0
1,6,5365705.0
1,6,5366206.0
1,6,5381099.0
1,6,5380843.0
1,6,5382219.0
1,6,5382755.0
1,6,5376772.0
1,6,5380179.0
1,6,5379921.0
1,6,5376733.0
1,6,5380464.0
1,6,5380709.0
1,6,5380062.0
1,6,5381820.0
1,6,5376555.0
1,6,5378123.0
1,6,5378171.0
1,6,5382296.0
1,6,5382292.0
1,6,5377710.0
1,6,5378843.0
1,6,5406948.0
1,6,5382703.0
1,6,5380994.0
1,6,5381576.0
1,6,5381933.0
1,6,5378530.0
1,6,5380415.0
1,6,5376421.0
1,6,5378594.0
1,6,5364713.0
1,6,5380481.0
1,6,5382447.0
1,6,5381762.0
1,6,5365318.0
1,6,5366144.0
1,6,5377214.0
1,6,5380963.0
1,6,5376797.0
1,6,5365051.0
1,6,5381307.0
1,6,5380285.0
1,6,5381893.0
1,6,5348950.0
1,6,5381327.0
1,6,5365289.0
1,6,5377800.0
1,6,5377647.0
1,6,5377871.0
1,6,5380312.0
1,6,5377835.0
1,6,5379079.0
1,6,5380607.0
1,6,5382483.0
1,6,5384314.0
1,6,5381486.0
1,6,5378637.0
1,6,5381424.0
1,6,5384386.0
1,6,5382043.0
1,6,5382685.0
1,6,5379551.0
1,6,5378347.0
1,6,5377117.0
1,6,5377346.0
1,6,5365389.0
1,6,5379258.0
1,6,5378124.0
1,6,5377183.0
1,6,5378093.0
1,6,5379044.0
1,6,5381057.0
1,6,5377358.0
1,6,5377976.0
1,6,5381625.0
1,6,5378245.0
1,6,5381277.0
1,6,5377434.0
1,6,5376397.0
1,6,5378277.0
1,6,5381656.0
1,6,5378986.0
1,6,5377483.0
1,2,5405934.0
1,6,5381214.0
1,6,5349748.0
1,6,5380229.0
1,6,5381371.0
1,6,5381266.0
1,6,5377876.0
