seconds
14195.0
62123.0
908661.0
179771.0
9664.0
177372.0
49858.0
46612.0
2702.0
852989.0
38118.0
97441.0
20404.0
66471.0
13152.0
58751.0
925345.0
5997.0
183412.0
182042.0
19646.0
5430.0
2935.0
3000.0
37551.0
66697.0
10030.0
10061.0
147180.0
97350.0
180221.0
18346.0
18172.0
6081.0
1708.0
2778.0
291169.0
24242.0
3044.0
10774.0
175656.0
128532.0
118825.0
114456.0
29902.0
568568.0
985.0
293812.0
27963.0
22820.0
63773.0
60348.0
55655.0
55251.0
82358.0
74443.0
78825.0
76426.0
59091.0
6223.0
6474.0
6108.0
6376.0
6373.0
2431.0
2429.0
37.0
32.0
839.0
870.0
89151.0
88811.0
123534.0
166086.0
266.0
304.0
36042.0
209.0
35670.0
301.0
284.0
91178.0
26081.0
160.0
52502.0
50758.0
165402.0
82474.0
98639.0
149840.0
917.0
37093.0
164.0
75315.0
92347.0
91278.0
88786.0
165888.0
114.0
391.0
125.0
160.0
21237.0
21312.0
58182.0
10852.0
25937.0
272.0
38441.0
128.0
288.0
273.0
259.0
3046.0
278.0
420.0
90687.0
17163.0
36014.0
67429.0
29926.0
45494.0
7919.0
50448.0
2330.0
2554.0
1570.0
348.0
210.0
153772.0
194.0
193.0
190.0
207.0
195.0
9211.0
144579.0
1695.0
1352.0
220.0
877.0
228667.0
4016.0
7659.0
113797.0
4291.0
2701.0
12467.0
640.0
5578.0
4744.0
83444.0
2073.0
97.0
1694.0
181.0
94886.0
37469.0
7955.0
28326.0
92219.0
80489.0
98077.0
2030.0
95967.0
20272.0
156.0
72484.0
39757.0
89619.0
69466.0
32293.0
6212.0
26950.0
1197.0
518.0
11866.0
830.0
1183.0
59990.0
40284.0
187335.0
724.0
1134.0
23639.0
15261.0
65757.0
23986.0
41559.0
2665.0
60288.0
59125.0
33429.0
33957.0
53253.0
31145.0
50757.0
44782.0
43842.0
42457.0
629.0
42580.0
592.0
2165.0
608.0
30803.0
20535.0
2016.0
1960.0
18485.0
1992.0
16644.0
10206.0
6417.0
5289.0
12755.0
1496.0
941.0
73625.0
602.0
1802.0
1086.0
2018.0
643.0
2391.0
1346.0
1096.0
67218.0
60764.0
49960.0
64.0
12319.0
68.0
44930.0
5101.0
1860.0
15080.0
1784.0
703.0
5002.0
100501.0
30.0
10325.0
4172.0
746.0
1059.0
215.0
186.0
2218.0
1032.0
69.0
1013.0
75.0
9177.0
76.0
154079.0
86439.0
9170.0
2405.0
25204.0
73.0
80.0
283602.0
1906.0
1160.0
72.0
69.0
86.0
