seconds
13.0
20.0
101912.0
101659.0
101372.0
98372.0
18.0
97327.0
97338.0
95528.0
92092.0
91678.0
90790.0
18.0
89294.0
84478.0
14.0
83261.0
17.0
79819.0
79264.0
77741.0
11.0
12.0
21.0
69083.0
68559.0
65645.0
15.0
57754.0
21.0
16.0
47465.0
47344.0
47021.0
46946.0
37021.0
19.0
14.0
41003.0
39716.0
39301.0
13.0
19.0
84915.0
17.0
17.0
12.0
23.0
28.0
50128.0
47356.0
46525.0
42563.0
19.0
15.0
15.0
8.0
16.0
16.0
15.0
16.0
16.0
20.0
17.0
12.0
19.0
19.0
16.0
15.0
153.0
26.0
10.0
14.0
26.0
27.0
37.0
16.0
10.0
9.0
4.0
15.0
11.0
15.0
233749.0
19.0
17.0
15.0
13.0
18.0
18.0
1016182.0
15.0
23.0
28.0
20.0
18.0
19.0
21.0
17.0
19.0
16.0
72194.0
7.0
8.0
164903.0
20.0
12.0
12.0
22.0
12.0
19.0
19.0
21.0
20.0
49.0
12.0
23.0
9.0
955.0
67.0
75.0
16.0
111.0
120.0
641.0
603.0
624.0
132.0
74.0
127.0
78.0
96.0
79.0
20.0
12.0
192995.0
35.0
33.0
21.0
18.0
21.0
18.0
23.0
3.0
107.0
22.0
98.0
10.0
12.0
23.0
18.0
31.0
21.0
47622.0
26.0
14.0
16.0
12.0
18.0
10.0
14.0
104.0
13.0
11.0
20.0
18.0
17.0
11.0
27.0
14.0
37.0
24.0
17.0
28.0
14.0
18.0
168.0
51611.0
24.0
13.0
20.0
13.0
8.0
157.0
171.0
170.0
180.0
179.0
170.0
43.0
25.0
10.0
154.0
190.0
169.0
81.0
185.0
208.0
186.0
67.0
7.0
15.0
674.0
524.0
453.0
491.0
16.0
14.0
22.0
6.0
28.0
18.0
99.0
296.0
1315.0
13.0
25.0
15.0
13.0
8.0
3192.0
18.0
107.0
139.0
111.0
95.0
85.0
81.0
74.0
266.0
59.0
342.0
343.0
166.0
338.0
31.0
11301.0
63.0
15.0
52.0
82.0
2030.0
16.0
66.0
916.0
584.0
1028.0
187.0
136.0
15.0
5674.0
179.0
39.0
17.0
6272.0
521.0
4669.0
21.0
748.0
18.0
12.0
37337.0
25.0
23.0
19.0
5067.0
72.0
1189.0
98.0
146.0
156.0
15.0
1186.0
1202.0
102.0
92.0
132.0
662.0
101.0
990.0
606.0
1141.0
413.0
308.0
295.0
202.0
738.0
651.0
482.0
437.0
150.0
159.0
172.0
148.0
2189.0
57.0
1126.0
962.0
939.0
176.0
153.0
151.0
128.0
175.0
72.0
80.0
64.0
84.0
69.0
90.0
65.0
1146.0
181.0
2939.0
1005.0
1603.0
988.0
1468.0
167.0
205.0
1345.0
1353.0
76.0
1156.0
549.0
1256.0
962.0
708.0
60.0
20.0
3.0
97.0
20.0
13.0
53823.0
5.0
14.0
179.0
4937.0
78.0
24431.0
10677.0
4540.0
726.0
5943.0
70.0
2481.0
1969.0
1525.0
44076.0
445.0
760.0
625.0
601.0
49.0
71.0
63.0
18.0
73.0
253378.0
78.0
69.0
2487.0
67.0
105.0
72775.0
3910.0
2517.0
176.0
161.0
4745.0
2714.0
17.0
144488.0
64.0
65.0
78.0
76.0
168.0
242.0
67.0
991.0
400.0
60.0
54.0
7770.0
68.0
49687.0
149.0
927.0
3059.0
51700.0
75502.0
1192.0
702.0
73.0
56.0
57418.0
751.0
22.0
25658.0
65.0
54.0
66.0
1779.0
76.0
976105.0
67.0
641.0
106.0
64.0
58713.0
1915.0
4076.0
2167.0
3996.0
51636.0
95.0
42492.0
76.0
236.0
61.0
63.0
58.0
623.0
63.0
60.0
64.0
393.0
72.0
1424.0
49.0
69.0
57.0
83.0
103.0
120.0
59.0
2704.0
75.0
137.0
111.0
67.0
69.0
70.0
368.0
5627.0
64.0
20.0
25239.0
86.0
149227.0
73.0
1310.0
22901.0
72.0
62.0
